page,match,classification,suggested_fix,reason,context
442,42 IU,ok,42 IU,정상 국제단위 표기.,"자가 부담토록 함. - 아 래 - 가. 1회 투여용량(1회분) - 39 IU/kg(소아는 42 IU/kg) 다만, 중등도(moderate) 이상 출혈의 경우 의사의 의학적 판단에 따라서 최대"
442,65 IU,ok,65 IU,정상 국제단위 표기.,"/kg) 다만, 중등도(moderate) 이상 출혈의 경우 의사의 의학적 판단에 따라서 최대 65 IU/kg (소아는 최대 70 IU/kg) - 입원진료가 필요하나 외래진료를 받는 경우, 임상증상 및"
442,70 IU,ok,70 IU,정상 국제단위 표기.,"도(moderate) 이상 출혈의 경우 의사의 의학적 판단에 따라서 최대 65 IU/kg (소아는 최대 70 IU/kg) - 입원진료가 필요하나 외래진료를 받는 경우, 임상증상 및 검사 결과 등에 따라 용량 증대"
443,250 IU,ok,250 IU,정상 국제단위 표기.,lbumun fusion protein Albutrepenonacog α 주사제 (품명∶아이델비온주 250 IU 등) 1. 입원환자의 경우 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 외래환자의 경
443,23 IU,ok,23 IU,정상 국제단위 표기.,"이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 1회 투여용량(1회분) - 23 IU/kg(소아는 30 IU/kg) 다만, 중등도(moderate) 이상 출혈의 경우 의사의 의학적 판단에 따"
443,30 IU,ok,30 IU,정상 국제단위 표기.,"환자가 부담토록 함. - 아 래 - 가. 1회 투여용량(1회분) - 23 IU/kg(소아는 30 IU/kg) 다만, 중등도(moderate) 이상 출혈의 경우 의사의 의학적 판단에 따라서 최대 39 IU/k"
443,39 IU,ok,39 IU,정상 국제단위 표기.,"는 30 IU/kg) 다만, 중등도(moderate) 이상 출혈의 경우 의사의 의학적 판단에 따라서 최대 39 IU/kg(소아는 최대 50 IU/kg) - 입원진료가 필요하나 외래진료를 받는 경우, 임상증상 및 검"
443,50 IU,ok,50 IU,정상 국제단위 표기.,"등도(moderate) 이상 출혈의 경우 의사의 의학적 판단에 따라서 최대 39 IU/kg(소아는 최대 50 IU/kg) - 입원진료가 필요하나 외래진료를 받는 경우, 임상증상 및 검사 결과 등에 따라 용량 증대가"
443,α,ok,(그대로),그리스 문자 정상 검출.,"lation factor Ⅸ, albumun fusion protein Albutrepenonacog α 주사제 (품명∶아이델비온주 250 IU 등) 1. 입원환자의 경우 허가사항 범위 내에서 투여 시 요양급"
444,250 IU,ok,250 IU,정상 국제단위 표기.,tor Ⅸ-Fc fusion protein Eftrenonacog α 주사제 (품명: 알프로릭스주 250 IU 등) 1. 입원환자의 경우 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 외래환자의 경
444,30 IU,ok,30 IU,정상 국제단위 표기.,"이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 1회 투여용량(1회분) - 30 IU/kg(소아는 42 IU/kg) 다만, 중등도(moderate) 이상 출혈의 경우 의사의 의학적"
444,42 IU,ok,42 IU,정상 국제단위 표기.,"환자가 부담토록 함. - 아 래 - 가. 1회 투여용량(1회분) - 30 IU/kg(소아는 42 IU/kg) 다만, 중등도(moderate) 이상 출혈의 경우 의사의 의학적 판단에 따라서 최대 5"
444,50 IU,ok,50 IU,정상 국제단위 표기.,"U/kg) 다만, 중등도(moderate) 이상 출혈의 경우 의사의 의학적 판단에 따라서 최대 50 IU/kg(소아는 최대 70 IU/kg) - 입원진료가 필요하나 외래진료를 받는 경우, 임상증상 및"
444,70 IU,ok,70 IU,정상 국제단위 표기.,"등도(moderate) 이상 출혈의 경우 의사의 의학적 판단에 따라서 최대 50 IU/kg(소아는 최대 70 IU/kg) - 입원진료가 필요하나 외래진료를 받는 경우, 임상증상 및 검사 결과 등에 따라 용량 증대"
444,α,ok,(그대로),그리스 문자 정상 검출.,lood coagulation factor Ⅸ-Fc fusion protein Eftrenonacog α 주사제 (품명: 알프로릭스주 250 IU 등) 1. 입원환자의 경우 허가사항 범위 내에서 투여 시 요
445,33 IU,ok,33 IU,정상 국제단위 표기.,"에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 1회 투여용량(1회분) - 33 IU/kg(소아는 42 IU/kg) 다만, 중등도(moderate) 이상 출혈의 경우 의사의 의학적 판단에 따"
445,42 IU,ok,42 IU,정상 국제단위 표기.,"가 부담토록 함. - 아 래 - 가. 1회 투여용량(1회분) - 33 IU/kg(소아는 42 IU/kg) 다만, 중등도(moderate) 이상 출혈의 경우 의사의 의학적 판단에 따라서 최대"
446,55 IU,ok,55 IU,정상 국제단위 표기.,"❘ 439 ❘ 구 분 세부인정기준 및 방법 55 IU/kg (소아는 최대 70 IU/kg) - 입원진료가 필요하나 외래진료를 받는 경우, 임상증상 및"
446,70 IU,ok,70 IU,정상 국제단위 표기.,"❘ 439 ❘ 구 분 세부인정기준 및 방법 55 IU/kg (소아는 최대 70 IU/kg) - 입원진료가 필요하나 외래진료를 받는 경우, 임상증상 및 검사 결과 등에 따라 용량 증대"
452,500ml,ok,500 mL,정상 밀리리터 표기.,"유리체절제술(자512-가, 자512-나) 3) 망막주위막제거술(자514-1) 나. 인정용량 수술 당 최대 500ml(1병). 다만, BSS Plus액사용 시는 약값 전액을 환자가 부담토록 함. (고시 제2013-127호,"
453,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,❘ 446 ❘ 391 간장질환용제 구 분 세부인정기준 및 방법 [391] Lamivudine 100mg 경구제 (품명: 제픽스정 등) 1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정
454,2.0mg,ok,2.0 mg,정상 밀리그램 표기(ASCII).,"크레메진세립 등) 허가사항 범위 내에서 “진행성 만성신부전으로 판정받은 투석 전 환자 중 혈청 크레아티닌 2.0mg/dL- 5.0mg/dL인 환자”에게 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환"
454,5.0mg,ok,5.0 mg,정상 밀리그램 표기(ASCII).,"허가사항 범위 내에서 “진행성 만성신부전으로 판정받은 투석 전 환자 중 혈청 크레아티닌 2.0mg/dL- 5.0mg/dL인 환자”에게 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함."
458,3.5mg,ok,3.5 mg,정상 밀리그램 표기(ASCII).,❘ 451 ❘ 395 효소제제 구 분 세부인정기준 및 방법 [395] Agalsidase alfa 3.5mg 주사제 (품명: 레프라갈주) 1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정
458,30mg,ok,30 mg,정상 밀리그램 표기(ASCII).,n/1.73m2(adjusted for age>40)에 2회 이상 해당하는 경우) 남성 ② 미세알부민뇨(>30mg/g) (최소 24시간 간격 2회 이상 검출) ③ 알부민뇨(>20㎍/min) (최소 24시간 간격
458,150mg,ok,150 mg,정상 밀리그램 표기(ASCII).,2회 이상 검출) ③ 알부민뇨(>20㎍/min) (최소 24시간 간격 2회 이상 검출) ④ 단백뇨(>150mg/24hr) 여성 ⑤ 진행의 임상적 증거를 동반한 단백뇨 (>300mg/24hr) 심장 ⑥ MRI나 심초
458,300mg,ok,300 mg,정상 밀리그램 표기(ASCII).,"간격 2회 이상 검출) ④ 단백뇨(>150mg/24hr) 여성 ⑤ 진행의 임상적 증거를 동반한 단백뇨 (>300mg/24hr) 심장 ⑥ MRI나 심초음파로 입증된 좌심실 비대(좌심실벽 두께>12mm) (단, 고혈압이 동"
458,90ml,ok,90 mL,정상 밀리리터 표기.,전자 검사로 확진할 수 있음) - 다 음 - 항목 요건 신장※ ① 사구체 여과율 감소 (15≦eGFR<90ml/min/1.73m2(adjusted for age>40)에 2회 이상 해당하는 경우) 남성 ② 미세알부민
458,α,ok,(그대로),그리스 문자 정상 검출.,"또는 징후를 보이며, 기타 원인이 배제된(감별진단 된) 환자로서, 2) 백혈구 또는 피부섬유아세포 등에서 α-galactosidase A 활성도가 감소하고 유전자검사로 파브리병이 확진된 경우 (단, 이 중 α-g"
458,α,ok,(그대로),그리스 문자 정상 검출.,"서 α-galactosidase A 활성도가 감소하고 유전자검사로 파브리병이 확진된 경우 (단, 이 중 α-galactosidase A의 활성도 감소가 확인되지 않는 여성 환자의 경우 유전자 검사로 확진할 수 있"
459,37mg,ok,37 mg,정상 밀리그램 표기(ASCII).,를 위해 진료기록 등을 통해 약제 효과가 지속적으로 입증되어야 함) 등 [395] Agalsidase β 37mg 주사제 (품명: 파브라자임주 등) 1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여
459,β,ok,(그대로),그리스 문자 정상 검출.,투여를 위해 진료기록 등을 통해 약제 효과가 지속적으로 입증되어야 함) 등 [395] Agalsidase β 37mg 주사제 (품명: 파브라자임주 등) 1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시
459,α,ok,(그대로),그리스 문자 정상 검출.,"또는 징후를 보이 며, 기타 원인이 배제된(감별진단 된) 환자로서, 2) 백혈구 또는 피부섬유아세포 등에서 α-galactosidase A 활성도가 감소하고 유전자검사로 파브리병이 확진된 경우 (단, 이 중 α-g"
459,α,ok,(그대로),그리스 문자 정상 검출.,"서 α-galactosidase A 활성도가 감소하고 유전자검사로 파브리병이 확진된 경우 (단, 이 중 α-galactosidase A의 활성도 감소가 확인되지 않는 여성 환자의 경우 유전자 검사로 확진할 수 있"
460,30mg,ok,30 mg,정상 밀리그램 표기(ASCII).,n/1.73m2(adjusted for age>40)에 2회 이상 해당하는 경우) 남성 ② 미세알부민뇨(>30mg/g) (최소 24시간 간격 2회 이상 검출) ③ 알부민뇨(>20㎍/min) (최소 24시간 간격 2회 이상
460,150mg,ok,150 mg,정상 밀리그램 표기(ASCII).,간격 2회 이상 검출) ③ 알부민뇨(>20㎍/min) (최소 24시간 간격 2회 이상 검출) ④ 단백뇨(>150mg/24hr) 여성 ⑤ 진행의 임상적 증거를 동반한 단백뇨 (>300mg/24hr) 심장 ⑥ MRI나 심초
460,300mg,ok,300 mg,정상 밀리그램 표기(ASCII).,"간격 2회 이상 검출) ④ 단백뇨(>150mg/24hr) 여성 ⑤ 진행의 임상적 증거를 동반한 단백뇨 (>300mg/24hr) 심장 ⑥ MRI나 심초음파로 입증된 좌심실 비대(좌심실벽 두께>12mm) (단, 고혈압이 동"
460,90ml,ok,90 mL,정상 밀리리터 표기.,"(고시 제2020-17호, ʼ20.2.1.) 항목 요건 신장※ ① 사구체 여과율 감소 (15≦eGFR<90ml/min/1.73m2(adjusted for age>40)에 2회 이상 해당하는 경우) 남성 ② 미세알부민"
461,40mg,ok,40 mg,정상 밀리그램 표기(ASCII).,"제2023-165호, ʼ23.9.1.) [395] Asfotase alfa 주사제 (품명: 스트렌식주 40mg/mL 등) 1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이"
464,5mg,ok,5 mg,정상 밀리그램 표기(ASCII).,"기관이 관리하여야 함. (고시 제2024-55호, ʼ24.4.1.) [395] Elosulfase alfa 5mg 주사제 (품명: 비미짐주) 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동"
466,6mg,ok,6 mg,정상 밀리그램 표기(ASCII).,"기능 장애 또는 종양에 의한 신장 침범이 있는 경우(단, 성인 고형암 제외) ○ 투여용량: 최대 6mg (고시 제2018-253호, ʼ18.12.1.)"
470,60mg,ok,60 mg,정상 밀리그램 표기(ASCII).,"21-194호, ’21.7.23.) [399] BDDE bridged sodium hyaluronate 60mg 주사제 (품명: 시노비안주, 하이히알원스주, 하이알원샷주) 1. 허가사항 범위 내에서 방사선학적으로"
471,3.0mg,ok,3.0 mg,정상 밀리그램 표기(ASCII).,kets severity score) 2점 이상 3) 생화학적 검사(모두 만족) - 저인산혈증(3.0mg/dL 미만) - 신장 인 소실 확인(TmP/GFR 참고치 미만) - 정상 혈청 크레아티닌
474,μ,ok,(그대로),그리스 문자 정상 검출.,가. 요소회로대사이상증이 강력히 의심되나 진단이 되지 않은 환자 1) 투여대상: 혈청암모니아 수치 150μmol/L이상으 로써 의식변화를 동반한 환자 2) 투여기간: 5일 이내 * 카바글루는 대사이상에 대한
475,9.0mg,ok,9.0 mg,정상 밀리그램 표기(ASCII).,"❘ 468 ❘ 구 분 세부인정기준 및 방법 9.0mg/dL 이상이고 부갑상선호르몬(iPTH)이 300pg/mL 이상인 경우 - 다만, 동 약제 투여 중 부갑상"
478,1ml,ok,1 mL,정상 밀리리터 표기.,"과하여 다음과 같은 기준 으로 투여한 경우에도 요양급여를 인정함. - 다 음 - 가. 소아변비에 1일 1ml/kg 투여를 원칙으로 하며, 투여 소견서를 첨부 시 2ml/kg 용량까지 인정 나. 만성신부전 환자의 만"
478,2ml,ok,2 mL,정상 밀리리터 표기.,"정함. - 다 음 - 가. 소아변비에 1일 1ml/kg 투여를 원칙으로 하며, 투여 소견서를 첨부 시 2ml/kg 용량까지 인정 나. 만성신부전 환자의 만성변비에 투여 시 1일 60ml 용량까지 인정 (고시 제2"
478,60ml,ok,60 mL,정상 밀리리터 표기.,"하며, 투여 소견서를 첨부 시 2ml/kg 용량까지 인정 나. 만성신부전 환자의 만성변비에 투여 시 1일 60ml 용량까지 인정 (고시 제2013-127호, ʼ13.9.1.) [399] Miglustat 경구제 (품명"
478,μ,ok,(그대로),그리스 문자 정상 검출.,"이는 경우 2) 혈액학적 검사결과 헤모글로빈이 9.0g/dL 이상이고 혈소판 수치가 50,000/μL 이상인 경우 3) 효소대체요법이 불가능한 경우(효소 약제에 대해 알러지 또는 과민반응이 있거나"
482,20mg,ok,20 mg,정상 밀리그램 표기(ASCII).,"을 예외함. (고시 제2020-133호, ʼ20.7.1.) [399] Sodium hyaluronate 20mg 주사제 1. 각 약제별 허가사항 범위 내에서 사용함을 원칙으로 하고, 아래와 같은 기준으로 투여 시 요"
483,25mg,ok,25 mg,정상 밀리그램 표기(ASCII).,"말아야 함. (고시 제2020-79호, ʼ20.5.1.) [399] Sodium hyaluronate 25mg 주사제 (품명: 하이알주 등) 1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정"
484,α,ok,(그대로),그리스 문자 정상 검출.,nction Test) 나. 병용투여 ○ Thioctic acid 주사제와 Thioctic acid(또는 α- lipoic acid)경구제와의 병용은 인정하지 않음. 다. 투여기간 : 상기 투여대상에 대해
485,5mg,ok,5 mg,정상 밀리그램 표기(ASCII).,❘ 478 ❘ 구 분 세부인정기준 및 방법 [399] Zoledronic acid 5mg/100ml 주사제 (품명: 대웅졸레드론산주사액 5밀리그램/100밀리리터 등) 허가사항 범위 내에서 아래와
485,80mg,ok,80 mg,정상 밀리그램 표기(ASCII).,골밀도 측정시 T-score가 -2.5 이하인 경우 나) 정량적 전산화 단층 골밀도검사(QCT): 80mg/㎤ 이하인 경우 다) 방사선 촬영 등에서 골다공증성 골절*이 확인된 경우 * 골다공증성
485,100ml,ok,100 mL,정상 밀리리터 표기.,❘ 478 ❘ 구 분 세부인정기준 및 방법 [399] Zoledronic acid 5mg/100ml 주사제 (품명: 대웅졸레드론산주사액 5밀리그램/100밀리리터 등) 허가사항 범위 내에서 아래와 같은 기준
486,450mg,ok,450 mg,정상 밀리그램 표기(ASCII).,- 아 래 - 1) 투여대상 6개월 이내에 최소 90일을 초과하여 prednisolone을 총 450mg 이상(또는 그에 상응하는 글루코코르티코이드 약제 용량)을 투여받은 환자로서 가) 폐경 후 여성 및
487,α,ok,(그대로),그리스 문자 정상 검출.,❘ 480 ❘ 구 분 세부인정기준 및 방법 [399] α-lipoic acid(또는 Thioctic acid)경구제 허가사항 범위 내에서 투여 시 요양급여 함을
490,5 IU,ok,5 IU,정상 국제단위 표기.,"(생식샘자극호르몬분비호르몬)자극검사에서 황체형성호르몬(LH)이 기저치의 2-3배 증가되면서 최고 농도는 5 IU/L 이상인 경우. 나) 투여기간 (1) 투여시작: 역연령 여아 9세(8세 365일),"
492,3.6mg,ok,3.6 mg,정상 밀리그램 표기(ASCII).,"경우에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 대상약제성분: Goserelin 3.6mg, Triptorelin 0.1mg, Triptorelin 3.75mg, Leuprolide 14mg"
492,0.1mg,ok,0.1 mg,정상 밀리그램 표기(ASCII).,"토록 함. - 아 래 - 가. 대상약제성분: Goserelin 3.6mg, Triptorelin 0.1mg, Triptorelin 3.75mg, Leuprolide 14mg 나. 급여 범위 1) 조기배"
492,3.75mg,ok,3.75 mg,정상 밀리그램 표기(ASCII).,". 대상약제성분: Goserelin 3.6mg, Triptorelin 0.1mg, Triptorelin 3.75mg, Leuprolide 14mg 나. 급여 범위 1) 조기배란방지 가) Long prot"
492,14mg,ok,14 mg,정상 밀리그램 표기(ASCII).,"3.6mg, Triptorelin 0.1mg, Triptorelin 3.75mg, Leuprolide 14mg 나. 급여 범위 1) 조기배란방지 가) Long protocol: 황체기 중반에 투여"
492,3.6mg,ok,3.6 mg,정상 밀리그램 표기(ASCII).,배란방지 가) Long protocol: 황체기 중반에 투여 (1) goserelin 3.6mg 또는 triptorelin 3.75mg 1회 투여 (2) triptorelin 0.1mg 또
492,3.75mg,ok,3.75 mg,정상 밀리그램 표기(ASCII).,tocol: 황체기 중반에 투여 (1) goserelin 3.6mg 또는 triptorelin 3.75mg 1회 투여 (2) triptorelin 0.1mg 또는 leuprolide 1mg를 배란 유
492,0.1mg,ok,0.1 mg,정상 밀리그램 표기(ASCII).,n 3.6mg 또는 triptorelin 3.75mg 1회 투여 (2) triptorelin 0.1mg 또는 leuprolide 1mg를 배란 유도 직전까지 투여(투여용량은 감량 가능) 나) Short
492,0.1mg,ok,0.1 mg,정상 밀리그램 표기(ASCII).,"가능) 나) Short protocol (1) 월경주기 초반에 triptorelin 0.1mg 또는 leuprolide 1mg를 투여 시작하여, 배란유도 직전까지 투여 (투여용량은 감량가능)"
492,0.1mg,ok,0.1 mg,정상 밀리그램 표기(ASCII).,Ultra-short protocol (1) 월경주기 3일부터 5일까지 triptorelin 0.1mg 또는 leuprolide 1mg를 투여(투여 용량은 감량가능) 2) 배란유도(ovulation
493,50IU,ok,50 IU,정상 국제단위 표기.,확인된 경우에만 12개월까지 투여를 인정(휴약 기간 제외) 다) HCV RNA가 100Copies/ml (50IU/ml)이하로 감소되지 않거나 또는 기저치로부터 최소 100배 이상 감소되지 않은 경우에는 치료를 중단
493,α,ok,(그대로),그리스 문자 정상 검출.,❘ 486 ❘ 구 분 세부인정기준 및 방법 [421] Interferon α-2a 주사제 (품명: 로페론에이프리필드주) 1. 각 약제의 허가사항 범위 내에서 투여 시 요양급여를
493,α,ok,(그대로),그리스 문자 정상 검출.,"odeoxycholic acid, DDB 함유 제제 등) 와의 병용투여는 인정하나, ○ Interferon α-2a 주사제와 Hepatotonics 약제 중 한 가지 약제의 약값 전액을 환자가 본인부담토록 함. 나."
494,α,ok,(그대로),그리스 문자 정상 검출.,"deoxycholic acid, DDB 함유 제제 등)와의 병용 투여는 인정하나, ○ Interferon α-2a 주사제와 Hepatotonics 약제 중 한가지 약제의 약값 전액을 환자가 본인부담토록 함. 3."
495,50IU,ok,50 IU,정상 국제단위 표기.,확인된 경우에만 12개월까지 투여를 인정(휴약기간 제외)함 다) HCV RNA가 100Copies/ml (50IU/ml)이하로
495,α,ok,(그대로),그리스 문자 정상 검출.,❘ 488 ❘ 구 분 세부인정기준 및 방법 [421] Interferon α-2b 주사제 (품명: 인트론에이멀티도스펜) 1. 각 약제의 허가사항 범위 내에서 투여 시 요양급여를 인
495,α,ok,(그대로),그리스 문자 정상 검출.,"xycholic acid, DDB 함유 제제 등) 와의 병용투여는 인정 가능하나, 가) Interferon α-2b 주사제와 Hepatotonics 약제 중 한 가지 약제의 약값 전액을 환자가 본인부담 토록 함 나)"
496,α,ok,(그대로),그리스 문자 정상 검출.,"oxycholic acid, DDB 함유 제제 등)와의 병용투여는 인정 가능하나, ○ Interferon α-2b 주사제와 Hepatotonics 약제 중 한 가지 약제의 약값은 환자가 전액 본인부담토록 함 3."
497,2.5mg,ok,2.5 mg,정상 밀리그램 표기(ASCII).,"phene 등 배란유도제에 반응이 없거나 사용 할 수 없는 경우 나. 투여 용법·용량 ○ 1일 2.5mg∼5mg을 5∼10일간 복용 (고시 제2019-93호, ʼ19.6.7.) [421] Megestrol ace"
498,25mg,ok,25 mg,정상 밀리그램 표기(ASCII).,"제 복용이 불가능한 사유 등이 있는 경우에 한하여 인정함. 다. 주사제의 경우 크론병에 관해 유도 시 25mg/week, 관해 유지 시 15mg/week 으로 투여 시 인정함. 라. 조혈모세포이식 후 이식편대숙"
498,15mg,ok,15 mg,정상 밀리그램 표기(ASCII).,"경우에 한하여 인정함. 다. 주사제의 경우 크론병에 관해 유도 시 25mg/week, 관해 유지 시 15mg/week 으로 투여 시 인정함. 라. 조혈모세포이식 후 이식편대숙주질환(GVHD) 예방을 위하여 이"
498,β,ok,(그대로),그리스 문자 정상 검출.,"대상은 제외) - 다 음 - 가) 임신 6주 이하 나) 혈청 사람융모성성선자극호르몬(β-hCG)가 15,000mIU/ml 이하 다) 자궁외 임신으로 인한 난관의 종괴가 3.5㎝ 이하"
499,1mg,ok,1 mg,정상 밀리그램 표기(ASCII).,"❘ 구 분 세부인정기준 및 방법 2) 투여요법 가) 복합요법(Methotrexate 1mg/kg/day와 Leucovorin 0.1mg/kg/day를 교대로 근주, 각각 4일) 나) 단"
499,0.1mg,ok,0.1 mg,정상 밀리그램 표기(ASCII).,"2) 투여요법 가) 복합요법(Methotrexate 1mg/kg/day와 Leucovorin 0.1mg/kg/day를 교대로 근주, 각각 4일) 나) 단일요법(Methotrexate 50mg/㎡ 근주"
499,50mg,ok,50 mg,정상 밀리그램 표기(ASCII).,"in 0.1mg/kg/day를 교대로 근주, 각각 4일) 나) 단일요법(Methotrexate 50mg/㎡ 근주) 바. 아토피성 피부염 ○ 기존치료에 불응성인 중증의 아토피성 피부염에 2차적으로 투"
499,12mg,ok,12 mg,정상 밀리그램 표기(ASCII).,높은 재발완화형 다발경화증(RRMS) 2) 이차진행성 다발경화증 나. 투여 방법 1) 5∼12mg/㎡ 씩 3개월마다 투여
500,140mg,ok,140 mg,정상 밀리그램 표기(ASCII).,"❘ 493 ❘ 구 분 세부인정기준 및 방법 2) 총 투여용량: 120∼140mg/㎡ 다만, 동 약제는 허가사항 중 사용상의 주의사항을 참고하여 골수 억제 및 심근 독성 발생 여부를 주"
500,α,ok,(그대로),그리스 문자 정상 검출.,준(2010년 제정)에 부합하는 성인 류마티스 관절염 환자 중 1종 이상의 종양괴사인자알파저해제(TNF-α inhibitor)에 반응이 불충분하거나 부작용 등으로 치료를 중단한 중증의 활동성 류마티스 관절염 환
500,α,ok,(그대로),그리스 문자 정상 검출.,반응이 불충분하거나 부작용 등으로 치료를 중단한 중증의 활동성 류마티스 관절염 환자 ※ TNF-α inhibitor요법에 반응이 불충분한 경우란 다음 조건에 해당하는 경우로 함 - 다 음 -
500,α,ok,(그대로),그리스 문자 정상 검출.,or요법에 반응이 불충분한 경우란 다음 조건에 해당하는 경우로 함 - 다 음 - 가) TNF-α inhibitor를 6개월간 사용 후 평가시 DAS28이 1.2 이상 감소하지 않은 경우 나) T
500,α,ok,(그대로),그리스 문자 정상 검출.,hibitor를 6개월간 사용 후 평가시 DAS28이 1.2 이상 감소하지 않은 경우 나) TNF-α inhibitor를 6개월간 사용 후 평가에서 계속
501,375mg,ok,375 mg,정상 밀리그램 표기(ASCII).,시 요양급여를 인정함. - 아 래 - 가. ABO 혈액형 부적합 신이식 환자의 거부반응 예방에 375mg/㎡ 용량으로 1회 나. 패널반응성항체(Panel reactive antibody)>50%
501,α,ok,(그대로),그리스 문자 정상 검출.,"3) 동 약제에 효과가 없거나 부작용으로 투약을 지속할 수 없어 이전에 투여한 적이 없는 다른 TNF-α inhibitor (Adalimumab, Etanercept, Golimumab, Infliximab"
502,375mg,ok,375 mg,정상 밀리그램 표기(ASCII).,분 세부인정기준 및 방법 또는 교차반응검사에서 양성에 해당하는 고도 감작된 신이식 환자의 거부반응 예방에 375mg/㎡ 용량으로 1회 다. 면역글로불린/혈장반출술 등의 치료에 반응하지 않는 신이식 후 발생한 급성 체액
502,375mg,ok,375 mg,정상 밀리그램 표기(ASCII).,1회 다. 면역글로불린/혈장반출술 등의 치료에 반응하지 않는 신이식 후 발생한 급성 체액성 거부반응에 375mg/㎡ 용량으로 1회 라. 면역억제제 감량에 반응하지 않는 이식 후 발생한 림프증식성 질환(Posttr
502,375mg,ok,375 mg,정상 밀리그램 표기(ASCII).,발생한 림프증식성 질환(Posttransplant lymphoproliferative disease)에 375mg/㎡ 용량으로 4회 마. 소장이식후 거부반응 치료시에 375mg/㎡ 용량으로 1회 바. 시신경척수염
502,375mg,ok,375 mg,정상 밀리그램 표기(ASCII).,oliferative disease)에 375mg/㎡ 용량으로 4회 마. 소장이식후 거부반응 치료시에 375mg/㎡ 용량으로 1회 바. 시신경척수염(Neuromyelitis optica)으로 진단된 환자 중 Az
502,375mg,ok,375 mg,정상 밀리그램 표기(ASCII).,"(흉터) 유사천포창, 후천성 수포성 표피박리증 환자로서 아래의 가), 나) 조건을 동시에 만족하는 경우 375mg/㎡/주씩 4주까지 또는 1000mg/회씩 2회까지 인정 가) 20mg/일 이상의 Prednison"
502,1000mg,ok,1000 mg,정상 밀리그램 표기(ASCII).,"표피박리증 환자로서 아래의 가), 나) 조건을 동시에 만족하는 경우 375mg/㎡/주씩 4주까지 또는 1000mg/회씩 2회까지 인정 가) 20mg/일 이상의 Prednisone 투여에도 2번 이상 재발하거나 1"
502,20mg,ok,20 mg,정상 밀리그램 표기(ASCII).,을 동시에 만족하는 경우 375mg/㎡/주씩 4주까지 또는 1000mg/회씩 2회까지 인정 가) 20mg/일 이상의 Prednisone 투여에도 2번 이상 재발하거나 1.5mg/kg/일 용량으로 8주간 투여한
502,1.5mg,ok,1.5 mg,정상 밀리그램 표기(ASCII).,g/회씩 2회까지 인정 가) 20mg/일 이상의 Prednisone 투여에도 2번 이상 재발하거나 1.5mg/kg/일 용량으로 8주간 투여한 Prednisone에 불응인 경우 또는 Steroid에 금기인 경우
502,500mg,ok,500 mg,정상 밀리그램 표기(ASCII).,"중의 난치성 심상성(보통) 천포창, 낙엽상 천포창 환자는 상기 1)의 투여 12개월 후 6개월 간격으로 500mg/회씩 2회 인정 아. 자가면역성뇌염(Autoimmune encephalitis) 환자"
504,375mg,ok,375 mg,정상 밀리그램 표기(ASCII).,"❘ 497 ❘ 구 분 세부인정기준 및 방법 2) 투여방법 - 375mg/m2(최대 500mg) 용량으로 1회 투여를 인정하며, 투여 3∼6개월 후 1회 추가 투여를 인정함 (1"
504,500mg,ok,500 mg,정상 밀리그램 표기(ASCII).,"❘ 497 ❘ 구 분 세부인정기준 및 방법 2) 투여방법 - 375mg/m2(최대 500mg) 용량으로 1회 투여를 인정하며, 투여 3∼6개월 후 1회 추가 투여를 인정함 (1년간 최대 2회)"
505,10mg,ok,10 mg,정상 밀리그램 표기(ASCII).,"응 환자 (2) 만성: 개시 3개월 이후 1개월 단위 평가에서 반응 환자 ※ 1일 용량 10mg 이하이고 부분반응 이상의 반응을 보이는 만성 환자에 한해 최대 3개월 단위로 평가 가능하며, 호전되어"
508,μ,ok,(그대로),그리스 문자 정상 검출.,이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여개시 1) 혈소판수가 150만/μL 이상 또는 2) 혈소판수치 45만/μL 이상으로써 다음 중 어느 하나에 해당하는 경우 가)
508,μ,ok,(그대로),그리스 문자 정상 검출.,함. - 아 래 - 가. 투여개시 1) 혈소판수가 150만/μL 이상 또는 2) 혈소판수치 45만/μL 이상으로써 다음 중 어느 하나에 해당하는 경우 가) 만 60세 이상인 환자 나)
