codepoint,char,sheet,row,column,value_excerpt
U+C798,잘,Sheet1,145,세부인정기준 및 방법,"1. 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 허가사항 중 『건선, 신증후군, 류마티스성관절염, 재생 불량성빈혈」에는 허가받은 품목에 한하여 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - "
U+B525,딥,Sheet1,39,세부인정기준 및 방법,"1. 허가사항 범위 내에서 1품목 투여를 원칙으로 하며, 1품목의 처방으로 치료 효과를 기대하기 어려운 경우에는 2품목 이상의 병용 처방을 인정함. 2. 1회 처방 시 30일까지 요양급여를 인정하며, 아래와 같은 경우에는 1회 처방 시 최대 3개월까지 인정 가능함. - 아 래 - 가. "
U+CC30,찰,Sheet1,39,세부인정기준 및 방법,"1. 허가사항 범위 내에서 1품목 투여를 원칙으로 하며, 1품목의 처방으로 치료 효과를 기대하기 어려운 경우에는 2품목 이상의 병용 처방을 인정함. 2. 1회 처방 시 30일까지 요양급여를 인정하며, 아래와 같은 경우에는 1회 처방 시 최대 3개월까지 인정 가능함. - 아 래 - 가. "
U+CC30,찰,Sheet1,94,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 대상 신경과전문의가 진찰하여 McDonald('17) 진단기준 (시간파종(Dissemination in time, DIT)과 공간파종"
U+CC30,찰,Sheet1,94,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 대상 신경과전문의가 진찰하여 McDonald('17) 진단기준 (시간파종(Dissemination in time, DIT)과 공간파종"
U+CC30,찰,Sheet1,94,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 대상 신경과전문의가 진찰하여 McDonald('17) 진단기준 (시간파종(Dissemination in time, DIT)과 공간파종"
U+CC30,찰,Sheet1,96,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여대상: McDonald('17) 진단기준(시간파종 (Dissemination in time, DIT)과 공간파종 (Disseminati"
U+C288,슈,Sheet1,41,세부인정기준 및 방법,"흡입마취에 사용되는 약제 중 일부 약제의 요양급여비용은 아래와 같이 산정하며, 동 사용량을 초과하여 투여하는 경우 에는 투여소견서를 첨부하여야 함. - 아 래 -

| 대상 | 사용량 |
|------|--------|
| Oxygen gas (품명 : 산소) | 15분당 45 l (전"
U+C288,슈,Sheet1,130,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정함. - 아 래 - 가. 유효균종 포도상구균속, 연쇄상구균속, 폐렴구균, 장구균속, 마 이크로코커스속, 모라셀라속, 코리네박테리움속, 클레 브시엘라속, 엔테로박터속, 세라치아속, 프로테우 스속, 모르가네라 모르가니속, "
U+D39C,펜,Sheet1,41,세부인정기준 및 방법,"흡입마취에 사용되는 약제 중 일부 약제의 요양급여비용은 아래와 같이 산정하며, 동 사용량을 초과하여 투여하는 경우 에는 투여소견서를 첨부하여야 함. - 아 래 -

| 대상 | 사용량 |
|------|--------|
| Oxygen gas (품명 : 산소) | 15분당 45 l (전"
U+D39C,펜,Sheet1,99,구분,"Galcanezumab 주사제 (품명 : 앰젤러티120밀리그램/ 밀리리터프리필드시린 지주, 프리필드펜주)"
U+D39C,펜,Sheet1,161,구분,Secukinumab 주사제 (품명 : 코센틱스센소레디펜 등)
U+D39C,펜,Sheet1,199,구분,Alirocumab 주사제 (품명 : 프랄런트펜주 75밀리그램 등)
U+D39C,펜,Sheet1,202,구분,Evolocumab 주사제 (품명 : 레파타주 프리필드펜)
U+D0C8,탈,Sheet1,41,세부인정기준 및 방법,"흡입마취에 사용되는 약제 중 일부 약제의 요양급여비용은 아래와 같이 산정하며, 동 사용량을 초과하여 투여하는 경우 에는 투여소견서를 첨부하여야 함. - 아 래 -

| 대상 | 사용량 |
|------|--------|
| Oxygen gas (품명 : 산소) | 15분당 45 l (전"
U+D0C8,탈,Sheet1,51,구분,Lamotrigine 경구제 (품명 : 라믹탈정 등)
U+D0C8,탈,Sheet1,83,구분,"Sertraline HCl (품명 : 졸로푸트정 등), Paroxetine HCl (품명 : 세로자트정 등), Fluoxetine HCl (품명 : 푸로작캅셀 등), Mirtazapine (품명 : 레메론정 등), Citalopram HBr (품명 : 시탈로프람정 20밀리그람), Esc"
U+D0C8,탈,Sheet1,83,세부인정기준 및 방법,1. 각 약제의 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 허가사항 중 우울병에 투여한 경우에는 아래와 같이 요양 급여를 인정함. - 아 래 - 가. 정신건강의학과에서 우울병으로 확진된 경우 나. 정신건강의학과 이외의 타과에서 기타 질환으로 인한 우울병에 투여하는 
U+D0C8,탈,Sheet1,145,세부인정기준 및 방법,"1. 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 허가사항 중 『건선, 신증후군, 류마티스성관절염, 재생 불량성빈혈」에는 허가받은 품목에 한하여 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - "
U+C4F0,쓰,Sheet1,42,세부인정기준 및 방법,"1. 균주의 특이성(Strain specific)이 있으므로 인정 가능한 상병 및 그에 따른 유효한 균주를 선택하여 쓰는 것이 바람직함. 2. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여로 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - "
U+C4F0,쓰,Sheet1,274,세부인정기준 및 방법,"1. Pantoprazole 가. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 1) 소화성 궤양으로 인한 위장관 출혈 ○ 경구투여가 불가능한 경우에 1일 80mg씩 3일 이내 인정 2) 십"
U+C4F0,쓰,Sheet1,274,세부인정기준 및 방법,"1. Pantoprazole 가. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 1) 소화성 궤양으로 인한 위장관 출혈 ○ 경구투여가 불가능한 경우에 1일 80mg씩 3일 이내 인정 2) 십"
U+C4F0,쓰,Sheet1,278,세부인정기준 및 방법,1. 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 허가사항 범위를 초과하여 아래와 같은 기준으로 투여한 경우에도 요양급여를 인정함. - 아 래 - 가. 조혈모세포이식 시 시행되는 고용량의 항암방사선 치료(Chemoradiation therapy) 후 1) 투여대상: 
U+C4F0,쓰,Sheet1,645,세부인정기준 및 방법,"명치 밑이 그득하지만 아프지 않은 경우, 감기 및 기타 감염으로 열이 나고 명치 밑이 그득하면서 구토하는 경우, 구내염, 숙취, 소화 불량, 식욕부진, 구역, 구토, 위의 급성 확장, 위하수, 속쓰림, 트림, 위십이지장궤양, 소화성 궤양, 식도염, 신경성 위염, 위십이지장염, 대장염, "
U+B370,데,Sheet1,43,구분,Etomidate 주사제 (품명 : 에토미데이트리푸로주)
U+B370,데,Sheet1,45,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함 - 아 래 - 가. 전신 마취의 유도 및 유지 1) 3시간 이내의 마취를 요하는 수술 2) 뇌질환, 심장질환, 신장질환, 장기이식 시술환자, 간 기능 이상환자"
U+B370,데,Sheet1,55,구분,Sodium valproate 주사제 (품명 : 데파킨주 등)
U+B370,데,Sheet1,66,구분,Propacetamol HCl 주사제 (품명 : 데노간주 등)
U+B370,데,Sheet1,94,구분,Dimethyl fumarate 경구제 (품명 : 텍피데라캡슐)
U+D478,푸,Sheet1,43,구분,Etomidate 주사제 (품명 : 에토미데이트리푸로주)
U+D478,푸,Sheet1,83,구분,"Sertraline HCl (품명 : 졸로푸트정 등), Paroxetine HCl (품명 : 세로자트정 등), Fluoxetine HCl (품명 : 푸로작캅셀 등), Mirtazapine (품명 : 레메론정 등), Citalopram HBr (품명 : 시탈로프람정 20밀리그람), Esc"
U+D478,푸,Sheet1,83,구분,"Sertraline HCl (품명 : 졸로푸트정 등), Paroxetine HCl (품명 : 세로자트정 등), Fluoxetine HCl (품명 : 푸로작캅셀 등), Mirtazapine (품명 : 레메론정 등), Citalopram HBr (품명 : 시탈로프람정 20밀리그람), Esc"
U+D478,푸,Sheet1,83,세부인정기준 및 방법,1. 각 약제의 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 허가사항 중 우울병에 투여한 경우에는 아래와 같이 요양 급여를 인정함. - 아 래 - 가. 정신건강의학과에서 우울병으로 확진된 경우 나. 정신건강의학과 이외의 타과에서 기타 질환으로 인한 우울병에 투여하는 
U+D478,푸,Sheet1,139,구분,Piprinhydrinate 제제 (품명 : 푸라콩 등)
U+D734,휴,Sheet1,44,구분,Ketamine HCl 주사제 (품명 : 휴온스 염산케타민주 등)
U+D734,휴,Sheet1,112,구분,Lidocaine HCl 주사제 (품명 : 휴온스 리도카인 염산염 수화물주사 등)
U+D734,휴,Sheet1,152,세부인정기준 및 방법,"1. 각 약제별 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약 값 전액을 환자가 부담토록 함. - 아 래 - 가. 성인의 활동성 및 진행성 류마티스관절염 1) 투여대상 ACR/EULAR 진단기준(2010년 제정)에 부합하는 성인 류마티"
U+D734,휴,Sheet1,154,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 건선 1) 투여대상 6개월 이상 지속되는 만성 중증 판상건선 환자(만 18세 이상 성인)로 가), 나), 다) 또는 가), 나), 라"
U+D734,휴,Sheet1,161,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 건선 1) 투여대상 6개월 이상 지속되는 만성 중증 판상건선 환자(만 18세 이상 성인)로 가), 나), 다) 또는 가), 나), 라"
U+CF00,케,Sheet1,44,구분,Ketamine HCl 주사제 (품명 : 휴온스 염산케타민주 등)
U+CF00,케,Sheet1,76,세부인정기준 및 방법,"1. 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 하며, 우울병은 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - 가. 정신건강의학과에서 우울병으로 확진된 경우 나. 만 24세 이하인 자의 우울병에 투여하는 경우에는 허가사항 중 사용상의 주의사항(경고, 이상반응"
U+CF00,케,Sheet1,77,세부인정기준 및 방법,"1. 각 약제의 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 만 24세 이하인 자의 우울병에 투여하는 경우에는 허가 사항 중 사용상의 주의사항(경고, 이상반응, 일반적 주의 항목 등)에 따른 임상적 유용성이 위험성보다 높은지 신중하게 고려하여 투여하여야 함. 3. 삼"
U+CF00,케,Sheet1,89,구분,Amantadine 경구제 (품명 : 피케이멜즈정 등)
U+CF00,케,Sheet1,90,구분,Amantadine 주사제 (품명 : 피케이멜즈인퓨전주)
U+C368,써,Sheet1,44,세부인정기준 및 방법,"1. 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 허가사항 범위(효능·효과 및 용법·용량)를 초과하여 아래와 같은 경우에도 요양급여를 인정함 - 아 래 - 가. 인공호흡기 사용이 필요한 상태이고, 기관지 경련 완화를 위해 충분한 기관지 확장제나 스테로이드 정주 치료에"
U+C368,써,Sheet1,150,구분,Everolimus 경구제 (품명 : 써티칸정 등)
U+C368,써,Sheet1,387,구분,Oxidized regenerated cellulose (품명 : 써지셀(오리지날) 등)
U+C368,써,Sheet1,426,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 중환자 치료 1) 벤조디아제핀계(Benzodiazepine) 약물중독의 확진 및 해독 2) 원인불명으로 의식불명 시 Benzodiaz"
U+C368,써,Sheet1,450,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. NAGS(N-acetylglutamate synthase) 결핍으로 인한 고암모니아혈증 나. 이소발레르산혈증 또는 메틸말론산혈증 또는"
U+D3F4,폴,Sheet1,45,구분,Propofol 주사제 (품명 : 포폴주사 등)
U+D3F4,폴,Sheet1,145,구분,Cyclosporine 경구제 (품명 : 사이폴엔연질캅셀 등)
U+D3F4,폴,Sheet1,157,구분,Mycophenolate sodium 경구제 (품명 : 마이폴틱장용정 등)
U+D3F4,폴,Sheet1,268,구분,Sivelestat sodium hydrate 주사제 (품명 : 엘라스폴100주)
U+D3F4,폴,Sheet1,297,구분,Migalastat 경구제 (품명 : 갈라폴드캡슐)
U+CE84,캄,Sheet1,46,구분,Midazolam 주사제 (품명 : 바스캄주 등)
U+CE84,캄,Sheet1,602,구분,Rabies human immunoglobulin 300 I.U 주사제 (품명 : 캄랍주)
U+C989,즉,Sheet1,46,세부인정기준 및 방법,1. 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 허가사항 범위(효능 · 효과 등)를 초과하여 아래와 같은 기준으로 투여한 경우에도 요양급여를 인정함. - 아 래 - 가. 뇌전증지속상태(Status epilepticus)상병에 투여한 경우 1) 임상적 기준 가) 기존
U+C989,즉,Sheet1,103,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여대상 5q SMN-1 유전자의 결손 또는 변이의 유전자적 진단이 확인된 5q 척수성 근위축증(SMA, Spinal Muscular"
U+C989,즉,Sheet1,107,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함.- 아 래 - 가. 투여대상 5q SMN-1 유전자의 결손 또는 변이의 유전자적 진단이 확인된 5q 척수성 근위축증(SMA, Spinal Muscular "
U+C989,즉,Sheet1,262,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - ○ 신생아 호흡곤란 증후군: 다음의 조건이 모두 충족 되는 경우 - 다 음 - 1) 환아의 호흡곤란증상이 뚜렷하고, 2) 흉부방사선 소견 "
U+C989,즉,Sheet1,448,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여대상 및 시작기준 기존 치료제(활성형 vitamin D 제제 등)를 6개월 이상 지속 투여하였음에도 적절하게 조절되지 않는 만 1"
U+C62C,올,Sheet1,47,구분,Cannabidiol (품명 : 에피디올렉스 내복액)
U+C62C,올,Sheet1,142,구분,Baricitinib 경구제 (품명 : 올루미언트정 2밀리그램 등)
U+C62C,올,Sheet1,233,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - ○ 말초동맥순환장애(간혈성파행, 휴식시 동통, 당뇨병성 혈관병증, 위축증, 혈관신경병증) 2. 허가사항 범위를 초과하여 다음과 같이 투여하"
U+C62C,올,Sheet1,458,구분,Nitisinone 경구제 (품명 : 올파딘캅셀)
U+C62C,올,Sheet1,558,세부인정기준 및 방법,"허가사항 범위 내에서 투여 시 요양급여를 인정하며, 허가사항 중 ""거대세포바이러스(CMV; Cytomegalovirus) 질환 감염 위험이 있는 장기(臓器)이식 환자의 CMV 질환의 예방"" 에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 기준 이외에는 약값 전액을 환자가 부"
U+B809,렉,Sheet1,47,구분,Cannabidiol (품명 : 에피디올렉스 내복액)
U+B809,렉,Sheet1,61,구분,Celecoxib 경구제 (품명 : 쎄레브렉스캡슐 200밀리그람 등)
U+B809,렉,Sheet1,65,구분,Polmacoxib 경구제 (품명 : 아셀렉스캡슐 2밀리그램 등)
U+B809,렉,Sheet1,83,구분,"Sertraline HCl (품명 : 졸로푸트정 등), Paroxetine HCl (품명 : 세로자트정 등), Fluoxetine HCl (품명 : 푸로작캅셀 등), Mirtazapine (품명 : 레메론정 등), Citalopram HBr (품명 : 시탈로프람정 20밀리그람), Esc"
U+B809,렉,Sheet1,83,구분,"Sertraline HCl (품명 : 졸로푸트정 등), Paroxetine HCl (품명 : 세로자트정 등), Fluoxetine HCl (품명 : 푸로작캅셀 등), Mirtazapine (품명 : 레메론정 등), Citalopram HBr (품명 : 시탈로프람정 20밀리그람), Esc"
U+BCB3,벳,Sheet1,47,세부인정기준 및 방법,"식품의약품안전처장이 인정한 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외 에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여대상 valproate, clobazam, topiramate, stiripentol, clonazepam, lev"
U+BCB3,벳,Sheet1,56,세부인정기준 및 방법,"식품의약품안전처장이 인정한 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - Valproate와 Clobazam 병용요법에 충분히 조절되지 않는 중증 소아 간대성 근경련 뇌전증(SMEI, 드라벳증후군) "
U+BCB3,벳,Sheet1,56,세부인정기준 및 방법,"식품의약품안전처장이 인정한 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - Valproate와 Clobazam 병용요법에 충분히 조절되지 않는 중증 소아 간대성 근경련 뇌전증(SMEI, 드라벳증후군) "
U+B4E4,들,Sheet1,47,세부인정기준 및 방법,"식품의약품안전처장이 인정한 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외 에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여대상 valproate, clobazam, topiramate, stiripentol, clonazepam, lev"
U+B4E4,들,Sheet1,142,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 1. 성인 류마티스 관절염 환자 가. 투여대상 ACR/EULAR 진단기준(2010년 제정)에 부합하는 성인 류마티스 관절염 환자 중 다음 한 "
U+B4E4,들,Sheet1,151,세부인정기준 및 방법,"1. 각 약제별 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 성인의 류마티스 관절염 1) 투여대상 ACR/EULAR 진단기준(2010년 제정)에 부합하는 성인 류마티스 관절염 환자 중"
U+B4E4,들,Sheet1,152,세부인정기준 및 방법,"1. 각 약제별 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약 값 전액을 환자가 부담토록 함. - 아 래 - 가. 성인의 활동성 및 진행성 류마티스관절염 1) 투여대상 ACR/EULAR 진단기준(2010년 제정)에 부합하는 성인 류마티"
U+B4E4,들,Sheet1,152,세부인정기준 및 방법,"1. 각 약제별 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약 값 전액을 환자가 부담토록 함. - 아 래 - 가. 성인의 활동성 및 진행성 류마티스관절염 1) 투여대상 ACR/EULAR 진단기준(2010년 제정)에 부합하는 성인 류마티"
U+D1A8,톨,Sheet1,48,구분,Carbamazepine 경구제 (품명 : 테그레톨정 등)
U+D1A8,톨,Sheet1,310,구분,Oxymetholone 경구제 (품명 : 셀트리온 옥시메톨론정)
U+D1A8,톨,Sheet1,352,구분,Tolterodine 경구제 (품명 : 디트루시톨정 등)
U+B9B4,릴,Sheet1,49,구분,Clonazepam 경구제 (품명 : 리보트릴정 등)
U+B9B4,릴,Sheet1,74,구분,Clozapine 경구제 (품명 : 클로자릴정 등)
U+B9B4,릴,Sheet1,382,구분,a-Keto-DL-isoleuci ne calcium 67.0mg외 9종 경구제 (품명 : 케토스테릴정)
U+B9B4,릴,Sheet1,485,구분,Anagrelide acetate (품명 : 아그릴린캅셀 등)
U+B818,렘,Sheet1,49,세부인정기준 및 방법,"1. 허가사항 범위 내에서 투여 시 요양급여함을 원칙으로 함. 2. 허가사항 범위를 초과하여 렘수면행동장애(REM sleep behavior disorder)에 투여 시 요양급여를 인정함. (고시 제2018-18호, '18.2.1.)"
U+B818,렘,Sheet1,88,구분,Alemtuzumab 주사제 (품명 : 렘트라다주)
U+B818,렘,Sheet1,102,세부인정기준 및 방법,1. 허가사항 범위 내에서 수면장애의 국제적 분류 (International Classification of Sleep Disorders: ICSD) 또는 진단통계매뉴얼(DSM; Diagnostic and Statistical Manual) 및 국제질병분류(ICD; Internation
U+B818,렘,Sheet1,102,세부인정기준 및 방법,1. 허가사항 범위 내에서 수면장애의 국제적 분류 (International Classification of Sleep Disorders: ICSD) 또는 진단통계매뉴얼(DSM; Diagnostic and Statistical Manual) 및 국제질병분류(ICD; Internation
U+B818,렘,Sheet1,104,세부인정기준 및 방법,허가사항 범위 내에서 수면장애의 국제적 분류(International Classification of Sleep Disorders: ICSD) 또는 진단통계 매뉴얼(DSM; Diagnostic and Statistical Manual) 및 국제 질병분류(ICD; International
U+B274,뉴,Sheet1,50,구분,Gabapentin 경구제 (품명 : 뉴론틴캡슐 등)
U+B274,뉴,Sheet1,67,세부인정기준 및 방법,"각 약제의 허가사항 범위 내에서 아래와 같이 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 대상 : 6-65세 이하로서 주의력결핍과잉행동장애 (ADHD)상병이 확진된 경우. 단, 18세를 초과하여 확진된 경우에는 최초 처방시 소"
U+B274,뉴,Sheet1,68,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같이 투여시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 수면발작 나. 주의력결핍과잉행동장애 1) 대상 : 6-18세 이하로서 주의력결핍과잉행동장애 (ADHD)상병이 확진된 경우 2) 진단 : 환자병력에 기"
U+B274,뉴,Sheet1,91,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같이 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 대상 : 6-65세 이하로서 주의력결핍과잉행동장애 (ADHD)상병이 확진된 경우. 단, 18세를 초과하여 확진된 경우에는 최초 처방시 소견서를 제출"
U+B274,뉴,Sheet1,93,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같이 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 대상 : 6-17세 소아 및 청소년으로 주의력결핍과잉 행동장애(ADHD)로 확진된 경우 나. 진단: 환자병력에 기초하여 진단통계매뉴얼(DSM-V: "
U+D2F4,틴,Sheet1,50,구분,Gabapentin 경구제 (품명 : 뉴론틴캡슐 등)
U+D2F4,틴,Sheet1,69,구분,Agomelatine 경구제 (품명 : 아고틴정 25밀리그램)
U+D2F4,틴,Sheet1,73,세부인정기준 및 방법,"1. 허가사항 중 우울병으로 확진된 경우, 서방정인 동 약제의 특성을 고려하여 1일 최대 300mg 까지는 요양급여 함. 다만, 만 24세 이하인 자의 우울병에는 허가사항 중 사용상의 주의사항(경고, 이상반응, 일반적주의 항목 등)에 따른 임상적 유용성이 위험성보다 높은지 신중하게 고려"
U+D2F4,틴,Sheet1,102,세부인정기준 및 방법,1. 허가사항 범위 내에서 수면장애의 국제적 분류 (International Classification of Sleep Disorders: ICSD) 또는 진단통계매뉴얼(DSM; Diagnostic and Statistical Manual) 및 국제질병분류(ICD; Internation
U+D2F4,틴,Sheet1,102,세부인정기준 및 방법,1. 허가사항 범위 내에서 수면장애의 국제적 분류 (International Classification of Sleep Disorders: ICSD) 또는 진단통계매뉴얼(DSM; Diagnostic and Statistical Manual) 및 국제질병분류(ICD; Internation
U+D0D1,탑,Sheet1,50,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함.- 아 래 - 1. 뇌전증(Epilepsy) : 각 약제의 허가사항 범위 내 인정 2. 신경병증성 통증(Neuropathic pain) - 다 음 - 가. 당뇨"
U+D0D1,탑,Sheet1,105,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여 함을 원칙으로 하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - ○ 신경병증성 통증(Neuropathic pain) 1) 당뇨병성 말초 신경병증성 통증 가) Thioctic acid(또는 a-lipo"
U+D0D1,탑,Sheet1,106,세부인정기준 및 방법,"각 약제별 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여 함을 원칙으로 하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 뇌전증(Epilepsy) : 허가사항 범위 내에서 인정 나. 신경병증성 통증(Neuropathic pain) 1) 당뇨"
U+D0D1,탑,Sheet1,361,구분,Lidocaine 패취제 (품명 : 리도탑 카타플라스마 등)
U+D0D1,탑,Sheet1,615,구분,Barium sulfate 제제 (품명 : 솔로탑 등)
U+CE74,카,Sheet1,50,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함.- 아 래 - 1. 뇌전증(Epilepsy) : 각 약제의 허가사항 범위 내 인정 2. 신경병증성 통증(Neuropathic pain) - 다 음 - 가. 당뇨"
U+CE74,카,Sheet1,76,세부인정기준 및 방법,"1. 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 하며, 우울병은 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - 가. 정신건강의학과에서 우울병으로 확진된 경우 나. 만 24세 이하인 자의 우울병에 투여하는 경우에는 허가사항 중 사용상의 주의사항(경고, 이상반응"
U+CE74,카,Sheet1,105,구분,Pregabalin 서방형 경구제 (품명 : 리리카 CR 서방정 등)
U+CE74,카,Sheet1,105,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여 함을 원칙으로 하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - ○ 신경병증성 통증(Neuropathic pain) 1) 당뇨병성 말초 신경병증성 통증 가) Thioctic acid(또는 a-lipo"
U+CE74,카,Sheet1,106,구분,Pregabalin 일반형 경구제 (품명 : 리리카캡슐 등)
U+BBF9,믹,Sheet1,51,구분,Lamotrigine 경구제 (품명 : 라믹탈정 등)
